 200 50 0
 85 78 51 87 87 88 65
 96 82 87 60 100 56 96
 54 97 94 90 100 78 70
 82 57 61 51 63 60 96
 81 95 95 91 80 85 51
 66 52 69 70 63 57 71
 73 61 76 99 55 91 91
 95 56 96 70 62 98 81
 98 68 88 81 95 70 66
 76 67 52 75 100 100 56
 55 63 65 80 71 77 86
 94 79 86 78 76 82 91
 82 90 61 96 100 52 76
 71 93 56 96 63 74 71
 51 97 57 79 68 89 64
 77 59 74 83 55 80 64
 55 51 98 98 69 50 76
 93 65 82 98 56 86 73
 97 68 72 95 97 83 61
 96 80 77 90 50 69 77
 58 57 59 94 74 53 53
 61 55 70 96 76 60 74
 72 97 52 95 62 77 60
 66 55 50 85 59 86 95
 53 94 97 76 96 55 63
 52 65 90 77 81 100 70
 84 70 93 96 50 94 75
 54 89 89 99 80 76 52
 50 68 91 61
 10 8 9 9 11 10 11
 10 12 12 9 10 9 13
 7 15 13 10 17 8 12
 15 6 7 5 13 10 17
 13 19 19 11 10 15 5
 10 10 13 11 10 11 12
 14 9 11 17 10 10 10
 17 5 11 12 12 19 9
 16 12 13 17 12 10 12
 12 9 9 12 16 14 10
 10 10 7 14 12 14 14
 10 11 9 15 14 14 11
 11 13 6 17 12 6 14
 12 17 11 15 13 14 13
 10 18 6 13 9 13 12
 13 7 10 16 7 10 7
 7 5 12 20 13 5 9
 12 8 15 17 9 8 15
 10 13 7 10 18 13 6
 19 14 9 12 8 11 15
 7 9 8 11 15 7 7
 8 11 7 14 15 7 11
 14 18 9 10 6 8 12
 11 9 5 15 5 11 15
 8 18 10 10 11 6 13
 6 11 14 11 15 12 7
 15 11 9 15 8 11 15
 8 10 12 20 13 11 6
 6 9 14 7
 9 12 6 14 11 10 8
 15 13 17 9 16 10 18
 11 12 18 18 10 13 13
 13 11 6 9 9 7 12
 13 15 19 12 9 16 10
 8 9 8 11 9 7 12
 13 11 15 15 10 12 9
 9 11 15 14 10 11 14
 18 13 9 16 9 9 9
 8 10 6 8 13 18 9
 10 11 12 15 9 14 8
 13 14 9 15 14 13 14
 9 11 10 18 18 7 14
 13 18 9 10 13 13 9
 10 19 6 14 12 12 10
 15 11 7 12 8 16 7
 8 7 16 13 11 5 7
 17 7 13 12 10 9 13
 16 12 13 13 13 13 10
 16 8 7 10 10 14 10
 6 7 11 17 8 8 9
 13 10 14 11 14 8 15
 14 16 7 19 10 12 10
 8 10 8 13 8 16 10
 11 18 17 9 18 9 11
 10 12 11 9 17 12 13
 15 14 11 16 8 16 8
 6 13 11 15 10 15 9
 10 14 14 7
 14 10 10 11 12 15 10
 18 14 16 8 16 6 17
 10 19 16 11 20 11 8
 8 10 12 5 8 12 17
 11 15 15 13 11 10 8
 8 6 7 9 11 7 13
 14 12 8 19 9 12 16
 9 6 11 9 11 14 8
 10 9 13 10 19 7 8
 12 13 6 14 14 17 11
 8 9 10 13 8 9 12
 19 13 12 10 7 9 9
 11 11 12 19 11 5 15
 8 14 10 10 8 12 9
 5 11 11 12 14 16 13
 11 6 14 14 10 12 12
 10 5 12 20 14 7 10
 16 11 14 16 11 9 10
 11 13 8 12 13 9 6
 16 11 16 13 7 13 8
 6 7 7 11 15 6 7
 7 8 9 10 13 8 12
 13 12 10 15 12 9 7
 13 5 6 16 5 17 15
 10 19 14 14 14 11 6
 8 12 9 14 11 13 11
 15 10 11 15 9 9 10
 5 16 13 12 16 12 10
 10 7 11 9
 10 12 9 10 9 15 12
 13 13 13 12 11 8 13
 8 13 19 12 17 13 13
 9 9 10 6 10 10 14
 17 17 9 18 8 15 9
 13 9 10 11 10 10 10
 10 10 12 12 10 14 9
 19 6 11 11 12 20 12
 13 9 18 9 10 8 7
 12 13 6 15 20 18 10
 10 13 10 10 15 16 9
 14 10 11 10 12 10 14
 16 16 12 13 10 7 9
 13 12 11 10 10 13 7
 11 19 8 16 14 11 8
 13 7 7 16 10 15 10
 5 5 13 12 7 8 15
 16 12 10 14 7 16 13
 18 11 11 10 14 8 9
 9 15 11 9 8 7 11
 11 10 6 16 14 9 6
 12 10 12 12 16 9 13
 13 14 7 14 9 8 10
 13 11 9 10 7 11 19
 7 10 15 15 19 10 6
 6 12 16 12 14 16 10
 9 13 9 14 8 12 9
 10 18 11 17 9 7 10
 8 12 18 11
 10 9 8 16 13 9 11
 18 14 15 10 14 6 20
 6 11 11 12 13 15 11
 9 5 9 5 11 6 18
 14 10 12 13 15 16 9
 12 7 14 7 8 7 8
 15 10 11 13 6 18 18
 13 9 11 13 11 11 14
 15 12 12 13 17 12 12
 8 10 7 14 14 12 6
 7 7 8 14 12 10 15
 11 12 8 15 15 9 9
 8 15 7 19 17 8 16
 11 17 11 17 13 14 7
 9 16 9 8 6 12 9
 9 6 10 8 10 15 6
 7 10 16 16 12 5 15
 14 13 11 11 12 17 13
 13 8 11 10 10 17 8
 14 9 9 10 7 6 9
 6 11 8 12 14 7 11
 11 8 13 10 9 11 13
 11 16 11 16 8 11 10
 8 8 7 11 7 17 15
 7 13 19 15 14 9 10
 11 9 18 14 12 13 11
 15 7 13 18 8 17 8
 8 16 9 18 12 11 7
 5 13 13 8
 12 10 10 18 10 15 11
 14 8 15 6 12 7 13
 11 10 18 18 10 13 8
 16 12 7 5 7 6 11
 13 14 19 13 10 17 9
 12 6 12 7 9 9 8
 12 8 12 16 7 15 12
 15 6 18 14 11 17 10
 17 7 17 11 18 13 7
 12 9 6 12 15 14 7
 9 10 7 14 14 13 14
 18 11 12 14 11 12 18
 17 18 9 17 16 9 15
 13 11 9 12 7 7 10
 6 12 11 14 9 18 8
 14 8 14 15 7 14 9
 6 10 13 16 9 6 14
 9 13 17 19 7 10 9
 10 8 9 16 11 13 6
 12 9 12 10 7 9 12
 7 9 12 9 12 5 9
 8 9 9 18 12 7 8
 13 11 6 13 13 14 10
 10 8 6 9 8 8 16
 5 9 16 15 12 8 9
 10 12 14 14 15 13 13
 16 10 15 9 9 16 13
 10 13 15 15 9 14 9
 6 12 14 10
 15 13 7 9 13 10 8
 12 8 13 7 13 8 15
 10 11 16 11 19 13 9
 16 8 8 7 13 8 17
 12 10 14 15 12 16 9
 7 7 11 10 9 9 12
 15 8 14 10 9 15 16
 18 6 19 11 6 10 8
 15 8 12 9 12 14 9
 15 11 5 12 10 15 9
 7 9 9 11 14 10 14
 18 12 10 9 8 10 16
 15 17 9 12 19 9 8
