 1500 50 0
 85 78 51 87 87 88 65
 96 82 87 60 100 56 96
 54 97 94 90 100 78 70
 82 57 61 51 63 60 96
 81 95 95 91 80 85 51
 66 52 69 70 63 57 71
 73 61 76 99 55 91 91
 95 56 96 70 62 98 81
 98 68 88 81 95 70 66
 76 67 52 75 100 100 56
 55 63 65 80 71 77 86
 94 79 86 78 76 82 91
 82 90 61 96 100 52 76
 71 93 56 96 63 74 71
 51 97 57 79 68 89 64
 77 59 74 83 55 80 64
 55 51 98 98 69 50 76
 93 65 82 98 56 86 73
 97 68 72 95 97 83 61
 96 80 77 90 50 69 77
 58 57 59 94 74 53 53
 61 55 70 96 76 60 74
 72 97 52 95 62 77 60
 66 55 50 85 59 86 95
 53 94 97 76 96 55 63
 52 65 90 77 81 100 70
 84 70 93 96 50 94 75
 54 89 89 99 80 76 52
 50 68 91 61 58 55 84
 59 59 73 85 90 64 50
 52 59 72 52 56 77 83
 70 79 51 65 73 68 65
 70 51 57 77 65 76 78
 75 70 100 98 66 67 81
 74 58 50 73 99 53 78
 93 58 62 87 78 51 76
 63 78 61 68 84 78 65
 85 86 82 53 66 76 58
 95 65 75 87 53 75 55
 59 57 85 75 61 53 76
 72 86 71 51 58 76 59
 70 51 51 87 59 72 96
 63 74 85 57 62 96 84
 59 92 88 77 93 65 94
 81 62 57 98 56 95 84
 64 86 72 71 82 78 63
 66 99 80 89 75 85 60
 72 91 61 83 61 55 83
 59 62 88 78 70 100 51
 80 80 73 80 54 74 62
 52 81 62 58 89 100 55
 61 63 92 55 68 53 78
 73 52 56 94 67 74 77
 70 53 89 67 64 89 97
 74 72 96 61 90 69 54
 66 62 64 57 62 76 86
 72 71 61 96 53 76 53
 62 66 62 69 56 77 59
 75 51 91 99 86 87 67
 52 77 74 51 95 63 67
 85 62 82 71 56 71 58
 82 71 75 50 85 59 84
 77 90 57 98 68 85 93
 56 64 75 94 100 94 79
 76 81 57 60 84 84 51
 86 56 92 91 59 82 52
 87 66 56 52 78 71 83
 67 65 79 65 92 53 88
 55 91 87 66 71 90 91
 75 59 84 64 54 74 58
 79 98 90 64 75 98 98
 86 98 85 84 64 75 92
 81 84 63 84 87 53 81
 69 51 72 82 78 53 75
 83 61 100 50 55 62 86
 69 78 55 64 97 70 91
 67 79 63 79 89 86 85
 83 74 60 82 89 72 93
 72 73 73 84 55 76 92
 70 92 74 64 75 76 85
 52 59 60 61 75 51 55
 72 82 90 86 83 60 81
 60 57 97 87 59 100 92
 79 78 90 88 62 81 98
 69 81 80 89 78 93 89
 88 85 68 73 70 71 76
 85 78 87 52 51 54 85
 70 96 83 71 59 75 82
 87 96 82 76 96 86 91
 63 100 53 79 60 77 67
 50 56 52 83 83 68 99
 85 93 80 56 81 66 59
 51 79 68 99 99 83 69
 98 90 73 84 87 73 75
 71 82 84 55 64 95 78
 80 60 60 57 70 91 70
 59 67 72 54 90 58 83
 99 57 57 69 97 74 100
 77 60 82 69 94 61 81
 93 55 83 89 67 97 56
 77 75 66 96 82 56 63
 59 78 90 86 100 86 83
 76 73 86 67 53 66 77
 78 83 72 69 64 65 76
 68 79 62 50 100 74 70
 74 97 91 86 87 51 75
 60 96 84 60 82 100 90
 82 51 78 79 58 71 62
 65 75 52 76 100 61 99
 89 83 82 68 82 92 53
 83 83 74 78 68 93 94
 86 74 75 75 94 61 60
 86 68 71 81 50 70 76
 81 82 73 100 64 54 58
 100 60 79 90 55 75 60
 65 71 63 68 54 89 58
 82 92 99 76 87 70 84
 62 73 57 84 71 65 88
 97 52 71 97 58 87 80
 78 51 52 54 84 68 99
 63 59 75 60 52 51 88
 82 86 59 69 92 86 67
 100 70 78 53 95 98 100
 92 70 67 71 82 70 93
 81 97 56 58 97 76 65
 71 85 86 92 51 94 72
 78 100 66 83 67 53 82
 69 75 63 86 75 100 96
 90 63 82 59 66 98 87
 78 55 95 91 71 57 81
 87 52 96 74 97 97 54
 91 68 70 77 60 64 81
 73 71 92 68 94 89 57
 66 77 79 93 69 72 65
 94 56 68 84 97 62 85
 98 75 81 92 70 76 61
 96 68 57 55 57 98 87
 100 92 93 95 61 56 51
 74 79 61 83 95 87 72
 54 98 72 85 92 57 83
 89 95 91 72 68 57 55
 81 62 52 62 96 73 68
 60 86 66 78 70 81 70
 96 84 100 58 92 87 60
 88 64 90 53 83 83 53
 82 87 83 71 88 81 81
 82 97 73 70 61 54 81
 98 63 90 97 61 65 94
 55 73 96 60 52 56 72
 53 52 81 63 80 71 56
 57 99 63 70 67 100 60
 84 50 96 91 84 84 50
 94 69 90 82 62 69 74
 90 96 84 95 60 88 80
 64 50 72 53 64 56 68
 100 68 60 100 85 99 92
 82 57 93 97 56 65 58
 66 82 51 97 85 67 53
 95 53 63 90 62 51 96
 64 75 84 81 63 90 76
 90 50 61 60 74 53 70
 90 59 70 91 93 98 74
 73 63 60 77 51 92 97
 57 60 75 80 73 56 50
 90 80 51 80 70 85 94
 83 81 83 69 65 58 77
 87 84 75 94 77 84 89
 90 77 91 63 51 91 66
 95 80 78 68 100 76 52
 69 52 87 93 55 75 70
 53 65 80 78 96 64 83
 69 60 92 88 89 61 91
 80 59 63 64 53 63 89
 92 97 55 53 95 55 54
 96 100 84 93 72 76 54
 58 92 60 98 55 51 80
 72 84 94 51 89 69 96
 72 57 77 87 70 50 64
 85 64 91 55 88 77 50
 54 58 95 96 66 72 97
 89 83 55 62 92 100 96
 68 54 97 95 54 71 89
 84 64 92 64 79 68 78
 72 75 77 54 90 73 83
 72 62 93 64 86 96 59
 79 86 60 86 97 53 93
 88 79 51 100 75 73 71
 83 96 51 50 54 73 85
 68 77 58 77 79 87 95
 63 68 52 75 61 73 51
 81 89 90 94 63 62 64
 59 84 79 55 92 66 86
 83 78 79 100 59 56 62
 53 97 84 73 57 67 84
 71 58 70 70 73 87 95
 77 62 74 53 58 76 95
 57 72 71 51 61 55 94
 81 85 50 54 91 66 50
 77 57 100 97 55 87 93
 89 76 80 89 90 75 78
 51 89 55 63 54 54 66
 98 50 53 86 71 74 95
 73 71 73 96 50 81 69
 96 65 79 82 88 73 57
 79 87 59 74 68 54 54
 58 98 71 89 64 88 65
 64 73 55 92 79 93 65
 53 98 74 63 78 84 55
 100 82 64 68 62 91 99
 81 87 57 75 60 85 86
 66 52 84 60 64 95 79
 61 100 90 58 100 55 68
 99 60 85 55 51 77 87
