 100 25 3958
 85 78 51 87 87 88 65
 96 82 87 60 100 56 96
 54 97 94 90 100 78 70
 82 57 61 51 63 60 96
 81 95 95 91 80 85 51
 66 52 69 70 63 57 71
 73 61 76 99 55 91 91
 95 56 96 70 62 98 81
 98 68 88 81 95 70 66
 76 67 52 75 100 100 56
 55 63 65 80 71 77 86
 94 79 86 78 76 82 91
 82 90 61 96 100 52 76
 71 93 56 96 63 74 71
 51 97
 9 11 10 9 10 9 6
 17 14 16 6 13 7 14
 6 17 16 12 11 9 10
 8 8 6 8 8 6 18
 13 17 13 13 10 12 8
 9 7 10 8 7 9 7
 7 8 14 11 10 11 9
 9 7 9 7 11 19 16
 17 8 16 10 15 9 13
 8 13 8 9 15 13 11
 10 7 7 9 11 13 16
 16 15 14 12 13 13 10
 15 13 10 12 19 9 12
 10 13 8 17 8 13 7
 6 13
 13 16 8 11 9 10 10
 14 9 13 10 18 7 11
 6 10 12 14 15 15 11
 13 12 11 8 8 9 18
 15 19 18 16 16 16 6
 11 10 8 14 11 5 10
 12 12 14 18 9 17 17
 14 6 11 13 9 14 13
 12 13 11 10 15 8 11
 14 14 11 10 17 11 7
 11 7 13 13 8 13 15
 14 9 16 13 11 12 16
 11 17 10 13 18 6 14
 14 18 9 15 10 14 13
 7 14
 11 11 6 16 15 14 8
 12 15 15 7 20 8 16
 9 18 14 10 19 14 12
 10 11 7 7 10 10 17
 9 10 16 16 14 11 10
 12 9 7 9 10 11 13
 10 10 9 12 5 11 16
 11 11 10 7 7 12 10
 20 10 16 15 12 11 10
 12 11 11 10 19 14 6
 7 9 10 14 9 11 11
 13 8 15 10 11 15 17
 10 16 11 19 19 7 14
 14 10 10 19 8 12 8
 7 14
 15 11 8 13 10 11 10
 10 15 10 7 15 6 14
 9 17 18 11 14 9 11
 13 8 10 10 8 7 14
 12 13 13 17 13 16 7
 7 11 11 10 8 10 8
 13 10 14 20 6 14 14
 14 10 18 9 10 15 17
 17 11 13 12 19 13 12
 8 6 6 15 16 10 9
 10 7 12 12 14 13 15
 17 11 9 13 11 13 17
 15 11 9 17 14 10 13
 11 15 6 11 9 14 14
 8 17
 11 15 7 14 10 13 8
 15 13 12 11 14 9 14
 5 13 15 18 19 16 12
 11 10 13 8 10 8 14
 9 19 19 9 8 15 5
 11 6 14 9 6 7 10
 14 8 12 11 6 12 9
 9 8 16 7 11 17 15
 11 12 16 13 17 12 7
 8 8 8 10 16 18 6
 11 7 11 13 12 7 12
 12 16 12 8 10 10 15
 10 16 7 13 20 8 13
 9 13 10 12 11 8 8
 10 10
 13 15 10 18 13 14 9
 14 16 16 12 20 6 9
 9 14 16 12 15 15 7
 8 10 7 5 8 7 14
 10 11 13 17 16 9 5
 12 10 8 14 9 6 13
 12 13 9 10 11 14 19
 15 6 16 7 7 11 9
 10 8 10 12 16 9 10
 13 14 6 11 13 12 6
 11 11 11 11 13 9 10
 10 13 12 8 14 12 18
 13 9 7 16 16 11 10
 8 15 6 16 13 10 8
 9 16
 10 13 5 12 15 13 11
 17 11 10 6 12 8 16
 6 18 12 17 13 12 7
 9 8 7 6 6 8 18
 11 17 15 13 15 11 5
 13 9 13 8 6 11 13
 12 9 9 16 11 13 14
 17 7 9 9 9 20 17
 13 11 15 10 14 10 7
 14 10 9 12 20 16 11
 10 7 12 8 8 13 11
 9 12 16 11 13 12 18
 13 9 10 16 20 11 10
 7 17 10 9 10 13 7
 8 12
 13 9 10 15 16 12 10
 14 16 15 7 18 5 11
 10 18 16 12 15 12 7
 8 9 8 6 13 9 11
 10 15 10 14 11 13 10
 12 6 14 12 8 6 14
 12 6 10 14 7 14 13
 17 10 10 14 8 16 9
 11 13 16 9 19 7 12
 15 10 7 14 11 13 6
 6 10 13 9 8 12 15
 11 13 15 8 13 14 13
 16 15 11 16 16 5 15
 9 18 12 13 9 13 13
 6 17
 14 15 6 12 11 18 8
 9 13 10 7 14 10 16
 10 15 16 14 15 14 12
 14 8 12 8 9 6 11
 11 15 18 19 9 14 9
 9 9 8 7 7 7 11
 10 8 8 17 8 14 13
 18 8 18 7 6 12 11
 13 6 10 12 19 12 12
 13 14 9 9 12 12 5
 9 8 12 14 12 14 15
 10 8 16 13 14 13 12
 14 14 9 18 12 8 11
 7 17 10 15 6 12 10
 5 11
 9 13 8 16 8 18 11
 11 10 9 11 10 11 15
 6 11 10 11 17 14 10
 14 9 9 9 9 9 17
 8 9 19 12 13 16 11
 9 6 9 14 8 10 10
 9 6 9 19 11 9 15
 12 6 13 7 6 13 16
 20 12 15 9 15 13 12
 8 12 10 12 17 14 8
 11 6 9 11 10 10 11
 12 13 14 16 8 14 17
 15 16 7 15 18 6 15
 13 11 12 17 12 11 11
 5 11
 14 12 6 17 9 11 11
 15 9 15 6 13 10 18
 9 17 15 14 10 9 14
 11 10 13 9 9 12 13
 15 9 19 15 14 12 10
 7 10 13 13 13 7 9
 8 11 14 10 10 17 18
 12 8 9 12 7 12 9
 12 7 12 12 10 10 10
 13 12 11 13 12 19 7
 10 8 6 8 14 14 15
 15 9 12 10 10 9 9
 13 15 11 11 14 10 13
 12 11 8 10 11 10 14
 10 19
 11 14 7 8 10 12 11
 11 16 10 8 12 10 11
 5 12 13 16 12 13 12
 17 6 9 11 13 7 14
 9 10 18 12 8 12 10
 7 5 7 12 8 5 8
 11 12 14 18 9 13 9
 12 8 15 10 13 18 14
 11 11 13 9 12 13 10
 8 11 7 9 17 19 12
 7 6 7 11 14 9 10
 16 13 8 14 13 8 17
 16 14 12 12 14 9 13
 9 12 12 19 9 13 8
 8 10
 9 7 5 17 12 14 6
 13 9 11 6 13 7 19
 10 10 9 16 12 16 10
 14 7 7 9 12 12 16
 13 16 13 9 16 11 10
 11 9 10 12 7 11 11
 13 6 15 14 6 15 9
 11 8 11 10 9 20 9
 14 11 15 12 19 11 8
 8 7 9 13 12 19 11
 9 6 9 11 7 13 12
 17 15 16 8 14 10 12
 8 10 11 9 14 9 10
 10 11 7 13 13 10 7
 10 14
 8 11 5 13 9 13 8
 9 16 15 9 11 5 13
 7 14 13 15 12 11 8
 16 11 10 9 11 11 9
 15 13 13 15 12 16 6
 8 9 14 7 13 7 7
 12 9 8 19 7 13 9
 16 10 20 14 11 16 8
 18 8 10 15 11 9 9
 14 13 7 8 18 19 7
 9 13 13 11 12 8 15
 11 16 12 13 9 12 17
 13 14 12 19 10 6 9
