 150 25 5656
 51 79 73 70 53 53 51
 84 72 68 89 65 62 96
 76 78 94 63 82 61 66
 55 60 63 50 63 91 65
 64 55 80 74 95 96 56
 90 91 60 59 68 80 82
 100 70 52 79 62 51 78
 95 56 81 75 50 80 84
 83 92 54 72 57 87 84
 53 94 75 79 63 84 57
 60 92 92 60 53 72 82
 69 84 88 58 70 85 82
 55 60 93 87 95 81 67
 53 65 76 69 92 71 76
 76 61 75 70 91 95 60
 70 50 91 65 60 98 55
 84 75 84 94 63 98 78
 64 85 53 79 65 66 99
 77 75 78 71 90 56 98
 65 75 85 90 54 68 54
 65 95 83 64 87 63 79
 83 70 61
 8 15 13 7 8 6 7
 9 14 12 13 8 6 16
 12 10 11 7 16 8 12
 10 12 8 7 11 10 12
 7 9 10 10 18 14 7
 12 13 8 5 9 11 8
 16 11 8 16 13 10 16
 11 11 9 14 6 11 13
 14 19 10 12 9 16 13
 8 17 9 14 7 8 12
 6 14 12 9 10 7 14
 13 9 14 11 12 12 17
 8 12 11 13 10 13 13
 6 11 14 8 16 13 11
 8 12 9 10 16 10 10
 7 10 10 6 12 16 10
 14 11 14 13 12 17 15
 7 8 7 16 9 13 16
 8 12 16 10 13 10 10
 12 11 12 9 10 10 8
 7 16 9 12 9 7 15
 14 14 11
 5 8 13 7 11 6 9
 12 8 11 18 9 8 14
 9 10 14 8 10 7 6
 7 12 12 6 9 15 12
 12 6 13 14 10 10 9
 18 11 6 12 9 14 13
 18 8 5 16 12 5 8
 15 10 12 12 7 11 11
 8 9 6 15 11 15 14
 7 11 14 16 11 11 6
 10 13 14 12 5 13 15
 10 12 17 6 10 15 16
 6 11 10 17 15 12 13
 10 12 8 8 9 9 15
 15 9 11 14 11 10 6
 12 7 18 7 10 14 11
 16 15 13 10 6 11 9
 13 15 8 8 11 6 13
 15 15 16 9 17 11 15
 6 9 10 10 9 13 6
 10 15 13 10 12 7 12
 14 13 11
 10 11 8 7 9 9 6
 10 11 9 17 10 7 19
 10 8 16 9 10 7 9
 7 8 10 8 8 11 7
 8 8 10 9 9 11 8
 10 9 12 8 13 13 10
 18 13 5 14 10 5 8
 18 8 15 12 5 13 17
 15 17 7 11 11 9 16
 8 19 10 10 6 12 11
 7 17 13 7 8 9 10
 13 14 15 11 10 12 9
 9 8 18 12 13 11 10
 10 7 9 8 13 9 11
 12 8 13 14 10 16 10
